loss,accuracy,val_loss,val_accuracy
1.949856162071228,0.37833333015441895,1.5864660739898682,0.5899999737739563
1.3429852724075317,0.6166666746139526,1.2199264764785767,0.6899999976158142
0.979854941368103,0.7633333206176758,0.9704455733299255,0.75
0.7856606245040894,0.8016666769981384,0.8266825675964355,0.7699999809265137
0.6301987171173096,0.8450000286102295,0.7579329609870911,0.7799999713897705
0.5102189183235168,0.871666669845581,0.6627547740936279,0.8199999928474426
0.40906497836112976,0.903333306312561,0.6155637502670288,0.8199999928474426
0.35038796067237854,0.9083333611488342,0.6005095839500427,0.8100000023841858
0.30566224455833435,0.9383333325386047,0.5476033687591553,0.8299999833106995
0.28234583139419556,0.9333333373069763,0.5385200381278992,0.8299999833106995
0.23524028062820435,0.9483333230018616,0.5089102387428284,0.8199999928474426
0.2183251678943634,0.9649999737739563,0.5506477355957031,0.8100000023841858
0.17275577783584595,0.9649999737739563,0.5319139957427979,0.8199999928474426
0.15127983689308167,0.9666666388511658,0.5401453971862793,0.8100000023841858
0.14446169137954712,0.9783333539962769,0.5083971619606018,0.8500000238418579
0.1489245593547821,0.9766666889190674,0.502801775932312,0.8199999928474426
0.10693278908729553,0.9766666889190674,0.5324462056159973,0.8199999928474426
0.11489257961511612,0.9816666841506958,0.47795310616493225,0.8199999928474426
0.09318435192108154,0.9833333492279053,0.48896777629852295,0.8399999737739563
0.09755861014127731,0.9866666793823242,0.5433196425437927,0.8199999928474426
0.07170559465885162,0.9916666746139526,0.5486926436424255,0.8399999737739563
0.06262462586164474,0.9933333396911621,0.503077507019043,0.8399999737739563
0.06896736472845078,0.9900000095367432,0.5012195706367493,0.8500000238418579
0.05163389816880226,0.9916666746139526,0.5009881854057312,0.8399999737739563
0.05616754665970802,0.9883333444595337,0.5187691450119019,0.8399999737739563
0.04950372502207756,0.9950000047683716,0.5424278974533081,0.8399999737739563
0.055945586413145065,0.9916666746139526,0.5303415656089783,0.8199999928474426
0.04387042671442032,0.9916666746139526,0.4827285706996918,0.8299999833106995
0.03906121104955673,0.9950000047683716,0.48048970103263855,0.8500000238418579
0.03715458884835243,0.9950000047683716,0.5229426622390747,0.8199999928474426
0.045544885098934174,0.9883333444595337,0.49957138299942017,0.8299999833106995
0.03793836757540703,0.9983333349227905,0.49592873454093933,0.8500000238418579
0.03502325713634491,0.9916666746139526,0.5191939473152161,0.8500000238418579
0.036011502146720886,0.9933333396911621,0.4754108488559723,0.8399999737739563
0.03561323881149292,0.9933333396911621,0.4813113510608673,0.8399999737739563
0.03807783126831055,0.9883333444595337,0.5357663631439209,0.8399999737739563
0.03165465593338013,0.9983333349227905,0.5126737356185913,0.8399999737739563
0.027061520144343376,0.996666669845581,0.5160858035087585,0.8199999928474426
0.03301903232932091,0.9933333396911621,0.5300934314727783,0.8399999737739563
0.026384033262729645,0.9983333349227905,0.5138648748397827,0.8299999833106995
0.02044379897415638,0.996666669845581,0.5611488223075867,0.8199999928474426
0.022958101704716682,0.996666669845581,0.5342328548431396,0.8299999833106995
0.020515138283371925,0.996666669845581,0.4936562478542328,0.8299999833106995
0.023222163319587708,0.996666669845581,0.529330313205719,0.8199999928474426
0.016082923859357834,0.9983333349227905,0.5511742234230042,0.8199999928474426
0.01685922220349312,0.996666669845581,0.5523415207862854,0.800000011920929
0.025478070601820946,0.9950000047683716,0.5499349236488342,0.8299999833106995
0.020190581679344177,0.9950000047683716,0.5929387211799622,0.8299999833106995
0.016099266707897186,0.996666669845581,0.6345080733299255,0.8199999928474426
0.0261139627546072,0.9950000047683716,0.6731640696525574,0.8199999928474426
0.017535822466015816,0.9983333349227905,0.6194175481796265,0.8299999833106995
0.020111573860049248,0.996666669845581,0.6013506054878235,0.8199999928474426
0.019600272178649902,0.996666669845581,0.6442790031433105,0.8100000023841858
0.024807168170809746,0.9900000095367432,0.601564347743988,0.8199999928474426
